9618,9437,181
9617,9436,181
9616,9435,181
9616,9431,185
9616,9430,186
9615,9428,187
9615,9425,190
9614,9424,190
9614,9422,192
9613,9420,193
9613,9418,195
9612,9417,195
9611,9415,196
9611,9414,197
9611,9413,198
9609,9412,197
9609,9410,199
9608,9409,199
9607,9408,199
9607,9407,200
9606,9406,200
9606,9405,201
9605,9401,204
9604,9400,204
9603,9399,204
9603,9398,205
9601,9397,204
9599,9394,205
9597,9393,204
9596,9392,204
9593,9386,207
9592,9384,208
9591,9382,209
9591,9381,210
9589,9378,211
9588,9377,211
9587,9374,213
9585,9373,212
9585,9372,213
9584,9370,214
9582,9369,213
9582,9367,215
9580,9366,214
9576,9364,212
9574,9363,211
9572,9362,210
9571,9361,210
9571,9359,212
9568,9358,210
9567,9357,210
9566,9355,211
9563,9352,211
9560,9349,211
9560,9346,214
9560,9345,215
9559,9344,215
9558,9343,215
9556,9342,214
9556,9341,215
9554,9339,215
9554,9337,217
9554,9336,218
9553,9335,218
9552,9334,218
9552,9333,219
9551,9332,219
9549,9331,218
9546,9330,216
9544,9329,215
9543,9325,218
9543,9323,220
9542,9322,220
9540,9321,219
9539,9318,221
9536,9317,219
9535,9316,219
9534,9315,219
9533,9314,219
9533,9313,220
9532,9312,220
9530,9311,219
9529,9309,220
9528,9307,221
9527,9306,221
9527,9305,222
9525,9304,221
9525,9303,222
9524,9300,224
9523,9299,224
9523,9298,225
9523,9297,226
9522,9296,226
9519,9295,224
9517,9294,223
9516,9292,224
9516,9287,229
9515,9283,232
9515,9282,233
9513,9281,232
9512,9279,233
9510,9278,232
9509,9276,233
9507,9272,235
9507,9269,238
9506,9268,238
9506,9262,244
9505,9261,244
9504,9259,245
9504,9258,246
9502,9257,245
9502,9255,247
9502,9251,251
9502,9250,252
9501,9249,252
9500,9248,252
9499,9247,252
9498,9243,255
9498,9242,256
9498,9241,257
9497,9238,259
9497,9237,260
9497,9236,261
9497,9235,262
9495,9233,262
9494,9232,262
9494,9231,263
9494,9230,264
9492,9228,264
9492,9227,265
9491,9226,265
9490,9224,266
9490,9223,267
9488,9222,266
9488,9221,267
9488,9220,268
9487,9219,268
9486,9218,268
9485,9217,268
9484,9216,268
9483,9215,268
9483,9213,270
9480,9212,268
9479,9211,268
9479,9209,270
9479,9205,274
9479,9203,276
9479,9202,277
9478,9199,279
9478,9197,281
9478,9194,284
9477,9190,287
9477,9189,288
9477,9187,290
9477,9186,291
9477,9181,296
9475,9180,295
9475,9178,297
9473,9177,296
9473,9175,298
9473,9173,300
9472,9172,300
9471,9170,301
9470,9169,301
9469,9168,301
9469,9167,302
9469,9166,303
9468,9165,303
9468,9164,304
9467,9163,304
9466,9154,312
9466,9152,314
9466,9151,315
9465,9149,316
9465,9147,318
9465,9146,319
9465,9145,320
9464,9144,320
9463,9143,320
9463,9142,321
9463,9140,323
9462,9138,324
9459,9137,322
9458,9136,322
9456,9133,323
9455,9132,323
9454,9131,323
9452,9130,322
9449,9128,321
9447,9125,322
9446,9123,323
9445,9121,324
9445,9120,325
9445,9118,327
9443,9117,326
9441,9116,325
9438,9115,323
9437,9114,323
9437,9111,326
9436,9109,327
9435,9107,328
9431,9101,330
9430,9099,331
9428,9098,330
9428,9097,331
9428,9093,335
9425,9090,335
9424,9088,336
9422,9083,339
9420,9082,338
9420,9080,340
9418,9077,341
9418,9076,342
9417,9075,342
9415,9074,341
9415,9072,343
9414,9071,343
9414,9069,345
9413,9067,346
9412,9066,346
9412,9065,347
9410,9064,346
9409,9063,346
9409,9062,347
9409,9061,348
9408,9060,348
9408,9059,349
9407,9057,350
9406,9056,350
9405,9054,351
9401,9053,348
9400,9050,350
9400,9049,351
9399,9048,351
9398,9047,351
9397,9046,351
9394,9045,349
9393,9043,350
9393,9042,351
9392,9041,351
9392,9040,352
9386,9039,347
9386,9035,351
9386,9033,353
9386,9032,354
9384,9031,353
9382,9030,352
9382,9026,356
9381,9025,356
9381,9024,357
9378,9020,358
9378,9019,359
9377,9017,360
9374,9016,358
9373,9015,358
9373,9014,359
9372,9012,360
9370,9011,359
9370,9008,362
9369,9007,362
9369,9006,363
9367,9005,362
9366,9004,362
9364,9003,361
9363,9002,361
9363,9001,362
9362,9000,362
9361,8998,363
9361,8997,364
9359,8996,363
9358,8995,363
9357,8994,363
9355,8993,362
9355,8992,363
9352,8991,361
9352,8989,363
9352,8988,364
9352,8987,365
9349,8985,364
9346,8980,366
9345,8979,366
9344,8978,366
9344,8976,368
9344,8975,369
9343,8974,369
9343,8973,370
9342,8971,371
9342,8970,372
9341,8969,372
9339,8968,371
9339,8965,374
9337,8963,374
9336,8959,377
9335,8958,377
9335,8956,379
9335,8955,380
9334,8954,380
9333,8953,380
9332,8951,381
9331,8950,381
9330,8949,381
9329,8948,381
9325,8944,381
9323,8943,380
9323,8942,381
9322,8941,381
9321,8940,381
9321,8937,384
9318,8936,382
9317,8934,383
9317,8933,384
9316,8932,384
9316,8929,387
9315,8928,387
9315,8927,388
9314,8926,388
9313,8925,388
9312,8923,389
9311,8922,389
9311,8920,391
9309,8919,390
9307,8918,389
9306,8917,389
9305,8916,389
9304,8915,389
9304,8914,390
9303,8911,392
9303,8910,393
9300,8908,392
9299,8907,392
9299,8906,393
9298,8905,393
9297,8903,394
9296,8902,394
9295,8901,394
9295,8900,395
9294,8899,395
9294,8898,396
9292,8896,396
9287,8895,392
9287,8893,394
9283,8892,391
9282,8891,391
9282,8890,392
9282,8889,393
9282,8888,394
9281,8887,394
9281,8886,395
9279,8885,394
9279,8884,395
9278,8882,396
9276,8881,395
9272,8879,393
9272,8874,398
9269,8873,396
9268,8871,397
9262,8869,393
9261,8868,393
9259,8866,393
9258,8864,394
9257,8860,397
9257,8856,401
9257,8854,403
9255,8853,402
9251,8851,400
9250,8850,400
9250,8849,401
9249,8846,403
9248,8845,403
9247,8844,403
9243,8842,401
9242,8841,401
9242,8838,404
9241,8836,405
9241,8834,407
9238,8832,406
9238,8831,407
9237,8830,407
9236,8827,409
9235,8825,410
9233,8824,409
9233,8823,410
9232,8821,411
9231,8818,413
9230,8817,413
9228,8816,412
9227,8814,413
9226,8813,413
9224,8811,413
9223,8810,413
9222,8809,413
9222,8808,414
9221,8807,414
9221,8806,415
9220,8805,415
9219,8802,417
9218,8799,419
9217,8797,420
9217,8796,421
9216,8793,423
9216,8792,424
9215,8790,425
9213,8788,425
9212,8787,425
9212,8786,426
9211,8784,427
9209,8783,426
9205,8781,424
9203,8780,423
9203,8778,425
9202,8775,427
9199,8773,426
9197,8772,425
9197,8768,429
9194,8767,427
9190,8766,424
9189,8765,424
9189,8764,425
9189,8762,427
9187,8761,426
9186,8758,428
9181,8757,424
9180,8756,424
9180,8755,425
9180,8753,427
9178,8751,427
9178,8749,429
9177,8747,430
9177,8746,431
9177,8745,432
9175,8744,431
9173,8743,430
9172,8741,431
9170,8740,430
9169,8739,430
9168,8737,431
9167,8736,431
9166,8735,431
9166,8731,435
9165,8729,436
9164,8727,437
9164,8726,438
9163,8725,438
9154,8723,431
9152,8722,430
9151,8721,430
9151,8720,431
9151,8719,432
9151,8716,435
9149,8715,434
9149,8714,435
9147,8713,434
9146,8712,434
9146,8711,435
9145,8710,435
9145,8708,437
9145,8706,439
9144,8705,439
9143,8704,439
9142,8702,440
9142,8701,441
9142,8700,442
9140,8699,441
9138,8698,440
9138,8697,441
9137,8696,441
9137,8695,442
9136,8694,442
9133,8692,441
9132,8688,444
9132,8686,446
9132,8680,452
9131,8679,452
9131,8678,453
9131,8677,454
9130,8675,455
9128,8673,455
9125,8672,453
9125,8671,454
9123,8670,453
9123,8667,456
9121,8666,455
9120,8663,457
9120,8661,459
9118,8660,458
9118,8659,459
9117,8658,459
9116,8657,459
9116,8655,461
9115,8653,462
9114,8649,465
9114,8647,467
9111,8646,465
9109,8643,466
9109,8642,467
9107,8641,466
9101,8639,462
9099,8638,461
9098,8637,461
9097,8635,462
9093,8634,459
9093,8633,460
9090,8632,458
9090,8631,459
9088,8629,459
9083,8628,455
9082,8626,456
9080,8625,455
9077,8621,456
9077,8619,458
9077,8617,460
9076,8616,460
9076,8614,462
9076,8613,463
9075,8612,463
9074,8611,463
9074,8610,464
9074,8609,465
9072,8607,465
9071,8606,465
9069,8603,466
9069,8600,469
9067,8596,471
9067,8595,472
9067,8593,474
9066,8592,474
9066,8591,475
9065,8590,475
9065,8589,476
9064,8587,477
9063,8586,477
9062,8584,478
9061,8583,478
9061,8581,480
9060,8579,481
9060,8578,482
9059,8576,483
9057,8575,482
9056,8574,482
9056,8573,483
9054,8572,482
9053,8571,482
9053,8570,483
9053,8569,484
9050,8568,482
9050,8567,483
9049,8565,484
9048,8564,484
9048,8563,485
9047,8562,485
9046,8561,485
9045,8560,485
9045,8559,486
9045,8558,487
9045,8557,488
9043,8556,487
9043,8553,490
9043,8552,491
9042,8551,491
9042,8549,493
9041,8548,493
9040,8547,493
9039,8545,494
9035,8544,491
9033,8541,492
9032,8539,493
9031,8537,494
9030,8536,494
9026,8535,491
9025,8534,491
9025,8533,492
9024,8530,494
9020,8529,491
9019,8527,492
9017,8526,491
9016,8525,491
9015,8524,491
9014,8522,492
9014,8521,493
9012,8519,493
9012,8518,494
9012,8517,495
9011,8516,495
9011,8515,496
9008,8514,494
9008,8513,495
9008,8510,498
9007,8508,499
9006,8502,504
9005,8501,504
9004,8500,504
9004,8499,505
9003,8498,505
9003,8497,506
9002,8494,508
9001,8491,510
9000,8490,510
8998,8487,511
8998,8485,513
8998,8483,515
8998,8481,517
8997,8479,518
8996,8476,520
8995,8475,520
8994,8474,520
8993,8473,520
8992,8472,520
8991,8471,520
8989,8470,519
8988,8469,519
8987,8468,519
8985,8467,518
8980,8466,514
8980,8465,515
8979,8464,515
8979,8463,516
8978,8462,516
8976,8460,516
8976,8457,519
8976,8455,521
8975,8453,522
8974,8452,522
8974,8450,524
8974,8449,525
8974,8447,527
8973,8446,527
8973,8445,528
8973,8444,529
8971,8442,529
8970,8441,529
8970,8436,534
8969,8434,535
8969,8433,536
8969,8431,538
8968,8429,539
8965,8427,538
8965,8424,541
8963,8423,540
8963,8422,541
8959,8421,538
8958,8419,539
8958,8418,540
8956,8415,541
8955,8414,541
8955,8413,542
8954,8407,547
8954,8406,548
8954,8405,549
8954,8404,550
8953,8402,551
8953,8401,552
8951,8399,552
8951,8398,553
8950,8396,554
8950,8395,555
8949,8394,555
8948,8393,555
8948,8392,556
8944,8391,553
8943,8390,553
8942,8388,554
8941,8384,557
8941,8383,558
8941,8382,559
8940,8381,559
8940,8380,560
8937,8376,561
8937,8375,562
8936,8374,562
8934,8373,561
8933,8372,561
8933,8371,562
8933,8369,564
8932,8365,567
8929,8364,565
8928,8362,566
8927,8361,566
8927,8360,567
8926,8358,568
8925,8356,569
8925,8355,570
8923,8352,571
8922,8349,573
8920,8348,572
8920,8347,573
8919,8345,574
8918,8344,574
8917,8341,576
8917,8339,578
8916,8338,578
8916,8334,582
8916,8333,583
8916,8331,585
8915,8329,586
8914,8328,586
8914,8325,589
8911,8324,587
8910,8323,587
8908,8322,586
8908,8321,587
8908,8320,588
8908,8319,589
8907,8316,591
8907,8315,592
8907,8314,593
8906,8313,593
8906,8312,594
8905,8311,594
8903,8310,593
8902,8308,594
8901,8307,594
8901,8306,595
8900,8305,595
8900,8301,599
8899,8299,600
8899,8297,602
8898,8296,602
8898,8295,603
8896,8294,602
8896,8292,604
8895,8291,604
8895,8290,605
8895,8288,607
8893,8287,606
8892,8285,607
8891,8284,607
8890,8283,607
8889,8281,608
8888,8280,608
8887,8278,609
8886,8277,609
8885,8275,610
8885,8274,611
8884,8271,613
8884,8268,616
8882,8266,616
8881,8264,617
8879,8262,617
8874,8260,614
8874,8259,615
8874,8258,616
8873,8257,616
8871,8256,615
8869,8255,614
8869,8254,615
8869,8253,616
8869,8246,623
8869,8240,629
8868,8238,630
8866,8236,630
8864,8235,629
8860,8234,626
8860,8233,627
8856,8232,624
8854,8231,623
8853,8226,627
8851,8224,627
8850,8223,627
8849,8221,628
8849,8220,629
8849,8219,630
8846,8218,628
8845,8217,628
8845,8211,634
8845,8210,635
8845,8207,638
8845,8206,639
8844,8205,639
8842,8204,638
8842,8203,639
8842,8201,641
8841,8200,641
8838,8198,640
8836,8196,640
8834,8195,639
8834,8193,641
8832,8192,640
8832,8191,641
8831,8190,641
8830,8189,641
8827,8188,639
8825,8187,638
8824,8185,639
8824,8184,640
8823,8183,640
8823,8181,642
8821,8180,641
8821,8179,642
8818,8175,643
8817,8174,643
8817,8173,644
8816,8170,646
8816,8169,647
8816,8166,650
8816,8164,652
8814,8163,651
8814,8158,656
8814,8157,657
8813,8156,657
8811,8153,658
8810,8152,658
8810,8150,660
8809,8149,660
8808,8148,660
8807,8146,661
8806,8145,661
8806,8144,662
8805,8143,662
8802,8142,660
8799,8141,658
8797,8140,657
8796,8139,657
8796,8138,658
8793,8137,656
8792,8136,656
8790,8135,655
8788,8134,654
8787,8133,654
8786,8132,654
8784,8130,654
8784,8129,655
8783,8128,655
8783,8125,658
8781,8123,658
8780,8121,659
8778,8119,659
8778,8118,660
8775,8117,658
8775,8116,659
8775,8115,660
8773,8113,660
8772,8111,661
8772,8110,662
8768,8109,659
8767,8108,659
8766,8107,659
8766,8105,661
8766,8102,664
8766,8100,666
8765,8097,668
8764,8096,668
8762,8094,668
8761,8093,668
8758,8089,669
8758,8087,671
8758,8086,672
8757,8084,673
8756,8083,673
8756,8082,674
8756,8081,675
8755,8080,675
8753,8078,675
8751,8077,674
8749,8074,675
8749,8073,676
8747,8072,675
8746,8071,675
8745,8070,675
8744,8068,676
8744,8067,677
8743,8066,677
8741,8063,678
8740,8062,678
8740,8061,679
8740,8058,682
8739,8056,683
8739,8054,685
8737,8053,684
8736,8052,684
8735,8051,684
8731,8050,681
8729,8048,681
8729,8047,682
8727,8044,683
8727,8040,687
8726,8037,689
8725,8036,689
8723,8034,689
8722,8031,691
8721,8029,692
8721,8028,693
8720,8025,695
8719,8022,697
8719,8020,699
8719,8018,701
8719,8017,702
8716,8016,700
8715,8010,705
8714,8009,705
8713,8008,705
8713,8006,707
8712,8005,707
8712,8004,708
8711,8003,708
8710,8002,708
8708,8001,707
8708,7999,709
8706,7998,708
8705,7993,712
8704,7990,714
8704,7989,715
8704,7988,716
8702,7987,715
8701,7986,715
8701,7985,716
8700,7984,716
8699,7983,716
8699,7980,719
8699,7978,721
8698,7977,721
8697,7976,721
8696,7974,722
8695,7973,722
8694,7972,722
8692,7971,721
8692,7970,722
8688,7969,719
8688,7966,722
8688,7961,727
8686,7960,726
8686,7957,729
8680,7955,725
8680,7954,726
8679,7953,726
8679,7951,728
8678,7949,729
8677,7947,730
8677,7945,732
8675,7942,733
8673,7941,732
8673,7940,733
8672,7939,733
8672,7938,734
8672,7936,736
8672,7935,737
8671,7933,738
8670,7932,738
8667,7931,736
8666,7930,736
8663,7928,735
8661,7927,734
8660,7926,734
8660,7925,735
8659,7924,735
8658,7922,736
8657,7921,736
8655,7918,737
8653,7916,737
8653,7912,741
8649,7909,740
8647,7908,739
8646,7907,739
8646,7906,740
8643,7902,741
8642,7901,741
8641,7900,741
8639,7899,740
8638,7895,743
8637,7894,743
8635,7893,742
8634,7891,743
8633,7890,743
8632,7887,745
8632,7886,746
8631,7885,746
8629,7883,746
8628,7882,746
8628,7880,748
8628,7879,749
8626,7876,750
8626,7875,751
8625,7873,752
8625,7872,753
8621,7869,752
8621,7868,753
8619,7867,752
8619,7866,753
8617,7865,752
8616,7863,753
8616,7862,754
8614,7861,753
8613,7860,753
8612,7859,753
8612,7858,754
8612,7854,758
8611,7847,764
8611,7845,766
8610,7844,766
8609,7843,766
8607,7841,766
8606,7840,766
8606,7839,767
8606,7838,768
8603,7835,768
8603,7834,769
8600,7830,770
8596,7827,769
8595,7824,771
8595,7822,773
8595,7821,774
8593,7820,773
8592,7816,776
8592,7815,777
8591,7812,779
8591,7810,781
8590,7809,781
8590,7808,782
8589,7806,783
8589,7805,784
8587,7803,784
8586,7802,784
8586,7798,788
8586,7797,789
8586,7795,791
8584,7794,790
8583,7793,790
8583,7792,791
8581,7791,790
8579,7789,790
8578,7786,792
8578,7785,793
8576,7783,793
8576,7781,795
8576,7780,796
8576,7779,797
8576,7778,798
8576,7775,801
8575,7774,801
8574,7773,801
8574,7772,802
8574,7771,803
8573,7767,806
8572,7766,806
8572,7762,810
8571,7761,810
8571,7760,811
8570,7758,812
8569,7757,812
8569,7756,813
8568,7755,813
8567,7754,813
8565,7753,812
8564,7752,812
8564,7751,813
8563,7750,813
8563,7749,814
8563,7748,815
8563,7746,817
8562,7745,817
8562,7744,818
8561,7740,821
8561,7738,823
8561,7737,824
8561,7735,826
8560,7733,827
8560,7731,829
8559,7729,830
8558,7728,830
8558,7726,832
8557,7725,832
8557,7724,833
8557,7723,834
8556,7722,834
8553,7721,832
8552,7719,833
8552,7718,834
8551,7717,834
8551,7716,835
8549,7712,837
8548,7711,837
8548,7710,838
8547,7708,839
8547,7707,840
8545,7706,839
8544,7704,840
8541,7703,838
8541,7702,839
8539,7701,838
8537,7700,837
8536,7699,837
8535,7698,837
8534,7697,837
8533,7696,837
8533,7695,838
8530,7693,837
8530,7689,841
8529,7686,843
8529,7685,844
8529,7684,845
8527,7683,844
8527,7682,845
8527,7681,846
8526,7680,846
8525,7677,848
8524,7676,848
8524,7674,850
8522,7673,849
8521,7671,850
8521,7670,851
8519,7669,850
8518,7667,851
8517,7666,851
8516,7665,851
8516,7664,852
8515,7663,852
8514,7662,852
8513,7658,855
8510,7657,853
8508,7655,853
8502,7654,848
8501,7652,849
8500,7648,852
8499,7647,852
8498,7646,852
8497,7644,853
8494,7643,851
8491,7641,850
8490,7635,855
8490,7631,859
8487,7630,857
8487,7627,860
8485,7624,861
8483,7623,860
8481,7622,859
8479,7621,858
8476,7620,856
8476,7618,858
8475,7617,858
8474,7615,859
8473,7614,859
8473,7611,862
8472,7610,862
8472,7609,863
8471,7607,864
8471,7605,866
8470,7602,868
8470,7601,869
8469,7600,869
8468,7599,869
8468,7598,870
8467,7597,870
8466,7596,870
8466,7592,874
8465,7590,875
8464,7589,875
8464,7588,876
8463,7587,876
8462,7586,876
8460,7585,875
8457,7583,874
8455,7580,875
8453,7578,875
8453,7577,876
8452,7576,876
8452,7574,878
8450,7572,878
8450,7571,879
8449,7568,881
8449,7567,882
8449,7566,883
8447,7565,882
8446,7562,884
8445,7561,884
8444,7560,884
8442,7559,883
8441,7556,885
8441,7555,886
8436,7553,883
8434,7552,882
8434,7551,883
8433,7550,883
8433,7549,884
8431,7546,885
8431,7545,886
8429,7542,887
8429,7541,888
8427,7540,887
8424,7539,885
8423,7537,886
8423,7535,888
8423,7534,889
8422,7532,890
8421,7531,890
8419,7530,889
8418,7528,890
8415,7527,888
8415,7525,890
8414,7524,890
8414,7522,892
8414,7521,893
8413,7519,894
8413,7517,896
8407,7516,891
8407,7514,893
8406,7513,893
8406,7512,894
8405,7511,894
8405,7510,895
8405,7508,897
8404,7507,897
8404,7505,899
8402,7504,898
8401,7503,898
8401,7501,900
8399,7500,899
8398,7497,901
8398,7496,902
8396,7495,901
8396,7491,905
8395,7490,905
8394,7489,905
8393,7487,906
8392,7486,906
8392,7485,907
8391,7483,908
8390,7482,908
8388,7480,908
8384,7479,905
8383,7478,905
8382,7477,905
8382,7476,906
8381,7474,907
8381,7473,908
8381,7472,909
8381,7469,912
8380,7468,912
8380,7466,914
8376,7465,911
8375,7464,911
8374,7463,911
8374,7462,912
8373,7460,913
8373,7458,915
8373,7457,916
8372,7456,916
8371,7455,916
8371,7453,918
8369,7452,917
8365,7449,916
8364,7448,916
8364,7445,919
8362,7444,918
8361,7443,918
8360,7441,919
8358,7440,918
8356,7439,917
8356,7437,919
8356,7436,920
8355,7435,920
8352,7434,918
8349,7433,916
8348,7432,916
8348,7431,917
8347,7430,917
8345,7429,916
8344,7428,916
8341,7427,914
8341,7426,915
8341,7424,917
8339,7423,916
8338,7422,916
8334,7421,913
8333,7419,914
8331,7418,913
8329,7416,913
8329,7415,914
8328,7412,916
8325,7411,914
8325,7407,918
8325,7406,919
8325,7405,920
8324,7404,920
8323,7402,921
8322,7401,921
8322,7400,922
8321,7399,922
8321,7397,924
8321,7396,925
8321,7395,926
8321,7394,927
8320,7393,927
8319,7390,929
8316,7389,927
8315,7387,928
8314,7386,928
8314,7385,929
8314,7384,930
8314,7383,931
8313,7381,932
8313,7380,933
8312,7379,933
8311,7377,934
8310,7376,934
8308,7373,935
8307,7372,935
8306,7370,936
8306,7367,939
8305,7366,939
8301,7365,936
8301,7364,937
8299,7363,936
8297,7362,935
8296,7360,936
8295,7358,937
8295,7357,938
8295,7356,939
8294,7355,939
8292,7353,939
8291,7351,940
8290,7350,940
8288,7349,939
8287,7348,939
8285,7347,938
8284,7345,939
8284,7342,942
8283,7341,942
8283,7340,943
8283,7339,944
8281,7337,944
8280,7336,944
8278,7335,943
8278,7334,944
8277,7331,946
8277,7328,949
8275,7326,949
8274,7325,949
8274,7323,951
8271,7322,949
8271,7321,950
8268,7319,949
8268,7318,950
8266,7317,949
8264,7312,952
8262,7311,951
8260,7310,950
8260,7308,952
8259,7307,952
8258,7306,952
8258,7303,955
8257,7302,955
8256,7301,955
8255,7296,959
8255,7295,960
8254,7294,960
8253,7293,960
8246,7291,955
8246,7289,957
8240,7286,954
8238,7282,956
8238,7279,959
8236,7277,959
8235,7276,959
8235,7275,960
8234,7274,960
8233,7273,960
8233,7272,961
8232,7271,961
8231,7270,961
8226,7269,957
8226,7268,958
8224,7266,958
8224,7265,959
8224,7264,960
8223,7263,960
8221,7262,959
8221,7261,960
8220,7259,961
8219,7256,963
8219,7254,965
8218,7253,965
8217,7252,965
8217,7250,967
8211,7248,963
8210,7246,964
8207,7243,964
8207,7242,965
8206,7241,965
8205,7239,966
8204,7236,968
8203,7234,969
8203,7233,970
8201,7232,969
8200,7231,969
8198,7229,969
8196,7228,968
8195,7227,968
8193,7225,968
8192,7222,970
8191,7221,970
8191,7219,972
8190,7218,972
8189,7217,972
8189,7215,974
8188,7214,974
8187,7213,974
